sgRNA	Gene	t0_C3624K	rep1_C3624K	rep2_C3624K
hDel_3293:56	hDel_3293	3978	4222	4640
panTro6_CTRL1840	panTro6_CTRL	2974	1732	2220
hDel_4283:87	hDel_4283	3487	4038	5083
hDel_923:252	hDel_923	3182	2077	2784
hDel_1076:172	hDel_1076	2622	1936	2788
hDel_7235:314	hDel_7235	1579	1317	2797
hDel_3059:156	hDel_3059	2440	2129	2241
hDel_2950:38	hDel_2950	1638	1406	1031
hDel_6531:11	hDel_6531	2647	3595	4425
hDel_6053:106	hDel_6053	5757	6891	7654
hDel_2369:77	hDel_2369	3428	3526	3208
hDel_516:18	hDel_516	2652	3246	2841
hDel_4529:172	hDel_4529	891	1450	1347
panTro6_CTRL624	panTro6_CTRL	2014	2365	2221
hDel_553:172	hDel_553	2436	2287	3462
hDel_4120:36	hDel_4120	973	1173	870
hDel_6185:178	hDel_6185	3538	4598	4018
hDel_6015:21	hDel_6015	3109	2544	2552
hDel_7227:31	hDel_7227	4471	4468	4894
hDel_7004:64	hDel_7004	4314	3488	6010
hDel_278:35	hDel_278	2041	2549	2744
hDel_4443:91	hDel_4443	3114	2634	3360
hDel_5994:12	hDel_5994	3061	2604	3921
hDel_251:297	hDel_251	2389	2956	3406
hDel_6188:57	hDel_6188	1827	909	1189
hDel_1997:155	hDel_1997	2078	2185	3201
hDel_5006:93	hDel_5006	2799	2443	2996
panTro6_CTRL732	panTro6_CTRL	4070	2645	3155
hDel_3989:15	hDel_3989	3024	3488	4414
hDel_6106:114	hDel_6106	917	763	526
hDel_6053:214	hDel_6053	3132	2513	3942
hDel_3091:84	hDel_3091	3040	2652	2951
hDel_422:41	hDel_422	3057	3497	3305
hDel_5519:53	hDel_5519	3772	2636	3495
hDel_2781:232	hDel_2781	1808	2335	2592
hDel_6447:169	hDel_6447	2397	2214	3205
hDel_422:12	hDel_422	1901	2292	2772
hDel_6804:29	hDel_6804	5163	5488	6808
hDel_5962:249	hDel_5962	2725	3813	3112
hDel_2369:87	hDel_2369	3712	3604	3844
hDel_6520:8	hDel_6520	2177	2777	2272
hDel_5075:75	hDel_5075	4154	4020	4668
hDel_6185:245	hDel_6185	2241	1837	2434
hDel_4590:106	hDel_4590	1829	1129	1562
hDel_2823:61	hDel_2823	3938	4034	3961
hDel_855:2	hDel_855	2825	2538	3220
hDel_3530:131	hDel_3530	1778	1882	1356
hDel_6105:122	hDel_6105	2225	3872	3460
hDel_6146:1	hDel_6146	1934	2111	2801
hDel_923:320	hDel_923	3604	3729	3772
hDel_6188:105	hDel_6188	1050	843	1084
hDel_6274:182	hDel_6274	4730	5700	4771
hDel_2347:120	hDel_2347	1693	1348	1283
hDel_3326:182	hDel_3326	2278	1614	1739
hDel_169:23	hDel_169	1118	788	1619
hDel_6418:82	hDel_6418	2830	1965	2530
hDel_923:314	hDel_923	4469	3345	4404
hDel_1112:111	hDel_1112	3197	3315	4899
hDel_1629:80	hDel_1629	5116	5138	4020
hDel_6632:44	hDel_6632	3462	3399	3653
hDel_4529:181	hDel_4529	3012	3414	3892
hDel_1958:128	hDel_1958	2003	2019	2397
hDel_6048:102	hDel_6048	2800	2676	3258
hDel_3722:184	hDel_3722	1503	595	864
hDel_5337:187	hDel_5337	5135	3744	3999
hDel_5631:55	hDel_5631	3184	3156	4704
hDel_396:10	hDel_396	4540	4919	4970
hDel_3900:140	hDel_3900	2357	2592	2060
hDel_3035:57	hDel_3035	1381	1099	1370
hDel_2977:101	hDel_2977	1619	1698	1620
hDel_3326:157	hDel_3326	4016	3372	4072
hDel_5452:82	hDel_5452	2586	2704	3240
hDel_5084:19	hDel_5084	2985	2529	2349
hDel_7234:50	hDel_7234	3016	2947	3732
hDel_3059:404	hDel_3059	1859	1667	2174
panTro6_CTRL812	panTro6_CTRL	2622	3153	2685
hDel_3090:147	hDel_3090	2307	2412	2503
hDel_4985:183	hDel_4985	1516	990	1351
hDel_845:9	hDel_845	3610	2517	3274
hDel_2139:171	hDel_2139	3393	2588	3426
hDel_4277:186	hDel_4277	3180	3666	2877
hDel_4706:92	hDel_4706	1579	1569	1574
hDel_4529:97	hDel_4529	750	243	462
hDel_11:13	hDel_11	2587	1974	1536
hDel_6113:30	hDel_6113	3908	4423	5593
hDel_5648:215	hDel_5648	3163	2955	4627
hDel_5337:127	hDel_5337	3117	3180	3029
hDel_1546:18	hDel_1546	1559	1356	2282
hDel_5292:134	hDel_5292	3654	3953	3229
hDel_1024:135	hDel_1024	1796	965	1114
hDel_6570:13	hDel_6570	3641	3256	4668
hDel_6138:63	hDel_6138	2139	1807	2179
hDel_6190:52	hDel_6190	2197	1875	2131
hDel_1246:55	hDel_1246	1531	1667	2136
hDel_923:59	hDel_923	2865	3200	2896
hDel_4191:135	hDel_4191	1997	1594	2222
hDel_2143:69	hDel_2143	2653	1915	3020
hDel_2977:9	hDel_2977	2332	1968	2175
hDel_5739:22	hDel_5739	1623	1193	2158
hDel_5957:54	hDel_5957	2777	3167	3153
hDel_494:5	hDel_494	3068	3552	3741
hDel_3601:141	hDel_3601	1504	1869	1825
hDel_1112:22	hDel_1112	2772	3821	4852
hDel_1306:144	hDel_1306	4985	4834	5385
hDel_2020:141	hDel_2020	3871	4263	3785
hDel_7235:155	hDel_7235	2135	1963	2648
hDel_1076:91	hDel_1076	2202	1735	2749
hDel_3059:455	hDel_3059	784	447	690
hDel_5286:173	hDel_5286	3617	2888	4241
hDel_169:31	hDel_169	1151	717	1348
hDel_399:195	hDel_399	3024	2644	2368
hDel_5959:77	hDel_5959	4177	3576	3300
hDel_5994:26	hDel_5994	2690	2409	3708
hDel_4397:371	hDel_4397	2952	3821	3479
hDel_4888:48	hDel_4888	5272	4550	6892
hDel_1306:71	hDel_1306	3007	2985	3767
hDel_5392:44	hDel_5392	3958	511	405
hDel_5337:189	hDel_5337	2185	1542	1666
hDel_2685:128	hDel_2685	3949	2609	3830
hDel_5292:126	hDel_5292	3882	3369	3915
hDel_3726:61	hDel_3726	3074	3214	4610
hDel_2865:50	hDel_2865	3148	3335	4373
hDel_6076:83	hDel_6076	2553	2013	2201
hDel_238:23	hDel_238	3043	3132	3743
hDel_2020:51	hDel_2020	1328	1273	819
hDel_2685:126	hDel_2685	2876	2470	3995
hDel_1930:12	hDel_1930	2323	1746	3200
hDel_330:237	hDel_330	1625	1670	1462
hDel_4204:35	hDel_4204	2067	1607	1620
hDel_6633:84	hDel_6633	2568	3622	4038
hDel_1984:30	hDel_1984	3001	1983	2373
hDel_6760:122	hDel_6760	2348	2076	2707
hDel_3947:13	hDel_3947	1847	1336	2088
RAD9A:3	RAD9A	5275	550	360
hDel_6138:12	hDel_6138	1352	1450	1650
hDel_3059:438	hDel_3059	944	1057	971
hDel_647:58	hDel_647	3157	2313	3906
hDel_4277:150	hDel_4277	2397	1932	2301
hDel_4172:36	hDel_4172	2018	2046	3185
panTro6_CTRL481	panTro6_CTRL	2810	3080	2504
SMN2:1	SMN2	4063	19	138
hDel_1168:160	hDel_1168	2940	2919	3245
hDel_6633:351	hDel_6633	3273	2577	3282
hDel_251:227	hDel_251	1832	2032	2865
hDel_6733:9	hDel_6733	1009	1094	771
hDel_2289:6	hDel_2289	2768	2395	2183
hDel_2127:6	hDel_2127	1896	1990	2253
hDel_94:274	hDel_94	1380	1492	1555
hDel_2977:71	hDel_2977	2741	2970	3458
hDel_4590:133	hDel_4590	2953	2742	4425
hDel_3059:161	hDel_3059	1554	1757	1924
hDel_779:69	hDel_779	3911	2364	2756
hDel_2635:50	hDel_2635	3230	3156	3842
hDel_1076:116	hDel_1076	410	957	382
hDel_3388:35	hDel_3388	663	874	802
hDel_3181:146	hDel_3181	2403	2305	1352
hDel_5909:74	hDel_5909	2621	2699	2962
hDel_3147:15	hDel_3147	3011	3324	2807
hDel_6469:21	hDel_6469	1251	857	1281
hDel_4410:182	hDel_4410	2708	2495	2745
hDel_2055:153	hDel_2055	4162	4053	4692
hDel_5523:58	hDel_5523	4129	3535	4456
hDel_6274:319	hDel_6274	431	792	1263
hDel_1611:27	hDel_1611	3468	3929	4002
hDel_4555:11	hDel_4555	1059	803	1474
hDel_7235:41	hDel_7235	3235	3506	3455
hDel_4563:9	hDel_4563	1620	1665	2601
hDel_6811:98	hDel_6811	2554	2607	3507
hDel_766:44	hDel_766	3089	2808	3599
hDel_7235:346	hDel_7235	2016	1285	1779
hDel_5476:37	hDel_5476	4219	4071	4973
hDel_1635:33	hDel_1635	1456	2047	2448
hDel_2238:48	hDel_2238	4278	3760	2828
hDel_7235:384	hDel_7235	3365	3050	3156
hDel_76:169	hDel_76	1702	2119	1543
hDel_5962:128	hDel_5962	2156	1609	2507
hDel_4390:82	hDel_4390	3193	2021	1997
hDel_7061:250	hDel_7061	3141	3318	4023
hDel_366:70	hDel_366	2359	2291	1892
hDel_1078:2	hDel_1078	2662	2390	3026
hDel_5166:33	hDel_5166	2978	2896	2607
hDel_6633:175	hDel_6633	1913	2727	2427
hDel_4397:384	hDel_4397	1346	993	1092
panTro6_CTRL376	panTro6_CTRL	4300	3395	4384
hDel_1025:47	hDel_1025	2912	3484	4112
hDel_5037:147	hDel_5037	1143	1417	1552
hDel_6656:65	hDel_6656	2838	3058	3029
hDel_532:85	hDel_532	4116	4466	4509
hDel_5883:35	hDel_5883	2715	2388	2369
hDel_3388:46	hDel_3388	954	607	469
hDel_7156:65	hDel_7156	1101	574	1166
hDel_6104:52	hDel_6104	2178	2074	1845
hDel_7056:2	hDel_7056	3975	3488	4481
hDel_1385:90	hDel_1385	2462	2473	2194
hDel_7030:121	hDel_7030	3791	3300	5424
hDel_5669:124	hDel_5669	3352	2889	3636
hDel_3147:104	hDel_3147	2178	2067	2658
hDel_5037:24	hDel_5037	3519	3235	3585
hDel_774:13	hDel_774	3586	2617	4764
hDel_6036:71	hDel_6036	3231	4096	5439
hDel_422:69	hDel_422	2487	2367	3102
hDel_5502:82	hDel_5502	3713	3568	4623
hDel_3900:124	hDel_3900	2785	5303	4462
hDel_6143:48	hDel_6143	3374	2850	5355
hDel_6036:43	hDel_6036	2697	2494	2416
hDel_500:153	hDel_500	4307	4357	5025
hDel_4926:117	hDel_4926	5324	4328	3647
hDel_5964:98	hDel_5964	3157	2972	3338
hDel_5669:7	hDel_5669	3108	2879	4813
hDel_3090:107	hDel_3090	4400	4546	5235
panTro6_CTRL1304	panTro6_CTRL	1908	2960	2558
hDel_6849:25	hDel_6849	5927	4604	5377
hDel_2143:44	hDel_2143	2248	2432	2563
hDel_1997:203	hDel_1997	1656	1404	1503
hDel_1258:11	hDel_1258	4064	3552	4039
hDel_2289:104	hDel_2289	3037	2844	2567
hDel_3059:123	hDel_3059	1181	1280	2422
panTro6_CTRL492	panTro6_CTRL	2705	2153	2216
hDel_1106:104	hDel_1106	1065	1273	1031
hDel_6098:30	hDel_6098	1418	1063	1635
hDel_1441:196	hDel_1441	2154	2508	4113
hDel_5648:88	hDel_5648	2491	2415	2066
H2AFZ:2	H2AFZ	3626	483	440
PIGY:5	PIGY	2972	796	788
hDel_3596:118	hDel_3596	3160	753	457
hDel_4590:34	hDel_4590	3804	4540	4101
hDel_361:14	hDel_361	2501	2690	3281
hDel_1880:68	hDel_1880	2328	1431	2550
hDel_4529:102	hDel_4529	1756	2113	1879
hDel_3303:215	hDel_3303	2685	1370	3119
hDel_3303:460	hDel_3303	2293	2623	1763
hDel_1984:5	hDel_1984	2658	2155	3288
hDel_6632:91	hDel_6632	2732	1457	2533
hDel_4759:75	hDel_4759	1707	2108	1815
hDel_5736:6	hDel_5736	5006	5171	6093
hDel_2823:211	hDel_2823	2478	2969	4269
hDel_6467:4	hDel_6467	5843	6028	5821
hDel_2545:73	hDel_2545	2215	2654	3378
hDel_2139:152	hDel_2139	4444	699	779
hDel_6015:77	hDel_6015	2720	2162	1985
hDel_3456:63	hDel_3456	3993	3105	3397
hDel_3099:53	hDel_3099	2023	2282	2311
hDel_6057:323	hDel_6057	1758	1246	1907
hDel_3711:13	hDel_3711	2780	2846	2441
hDel_7235:167	hDel_7235	2077	1377	1940
hDel_7107:22	hDel_7107	2100	2132	2147
hDel_6143:52	hDel_6143	3266	3536	3250
panTro6_CTRL638	panTro6_CTRL	6495	6470	7103
hDel_4888:28	hDel_4888	1046	761	1128
hDel_2354:62	hDel_2354	2034	1721	1610
hDel_6418:125	hDel_6418	2469	2683	3706
hDel_5286:40	hDel_5286	1139	1601	1407
hDel_6633:174	hDel_6633	1941	2427	3382
hDel_1267:125	hDel_1267	3162	1923	2512
hDel_7085:13	hDel_7085	2982	3470	3304
hDel_2143:94	hDel_2143	4388	2972	4382
hDel_6048:142	hDel_6048	4381	4202	4481
hDel_4204:20	hDel_4204	3905	2032	2940
hDel_6456:11	hDel_6456	3994	2630	3539
hDel_6057:333	hDel_6057	764	662	586
hDel_3900:120	hDel_3900	1869	2474	1656
hDel_1110:105	hDel_1110	4473	4181	5620
hDel_6811:265	hDel_6811	4427	4827	4547
hDel_4207:28	hDel_4207	2460	2333	2364
hDel_5140:145	hDel_5140	3508	3486	4622
hDel_1094:19	hDel_1094	4482	3293	3977
hDel_312:48	hDel_312	3502	3347	3877
hDel_6274:45	hDel_6274	1956	1984	2458
hDel_7061:229	hDel_7061	3454	4320	4054
hDel_6904:70	hDel_6904	4263	3955	4898
hDel_7061:35	hDel_7061	3505	4543	5082
hDel_6418:271	hDel_6418	3483	3243	3892
hDel_855:67	hDel_855	1630	1401	1116
hDel_871:94	hDel_871	2733	2627	2264
hDel_5392:21	hDel_5392	3150	3271	2970
hDel_4564:86	hDel_4564	4358	3833	4508
hDel_6899:86	hDel_6899	2051	2175	2077
hDel_7235:465	hDel_7235	1807	2180	2163
hDel_5488:175	hDel_5488	2929	2503	2191
hDel_2879:32	hDel_2879	3327	3185	4587
hDel_3059:358	hDel_3059	4539	3606	5657
hDel_3530:69	hDel_3530	566	679	962
hDel_5648:328	hDel_5648	3035	2516	4575
hDel_2823:11	hDel_2823	2195	3039	2945
hDel_1740:24	hDel_1740	4475	4628	4238
hDel_5286:216	hDel_5286	3563	4058	3686
hDel_149:137	hDel_149	4647	4284	6134
hDel_5084:172	hDel_5084	4059	4542	4616
hDel_6098:131	hDel_6098	3620	2707	3592
hDel_6190:11	hDel_6190	1065	911	1054
hDel_172:10	hDel_172	2297	1859	1504
hDel_6854:113	hDel_6854	2988	3168	3905
hDel_2545:62	hDel_2545	2552	3325	3641
hDel_4985:61	hDel_4985	3006	2309	3721
hDel_3530:163	hDel_3530	1970	1827	1658
hDel_2598:23	hDel_2598	4121	5169	4298
hDel_5827:25	hDel_5827	2495	3042	2087
hDel_1441:96	hDel_1441	1120	757	1109
hDel_4277:12	hDel_4277	2671	3142	3370
hDel_5957:5	hDel_5957	4557	5014	3934
hDel_7061:210	hDel_7061	1724	2148	3161
hDel_94:161	hDel_94	2195	2123	2056
hDel_6185:42	hDel_6185	4407	4455	4393
hDel_5623:91	hDel_5623	3182	3220	4453
hDel_4859:6	hDel_4859	1603	2009	1892
hDel_251:52	hDel_251	2641	3400	2872
hDel_1168:128	hDel_1168	2781	3641	4025
hDel_845:367	hDel_845	2785	1857	2262
hDel_3310:20	hDel_3310	1587	2071	1760
hDel_1066:40	hDel_1066	1790	2932	3287
hDel_4283:201	hDel_4283	1954	1872	2055
hDel_3021:183	hDel_3021	4093	4122	4522
hDel_3530:178	hDel_3530	3117	4302	4428
hDel_5994:22	hDel_5994	1533	718	624
hDel_6048:29	hDel_6048	2372	2378	2696
hDel_1402:19	hDel_1402	1964	1196	1016
hDel_5839:80	hDel_5839	3126	3574	5611
hDel_2369:167	hDel_2369	3465	4415	4094
hDel_6631:219	hDel_6631	2262	1812	1900
hDel_2959:30	hDel_2959	2702	3580	3320
hDel_6949:219	hDel_6949	2144	2090	2920
KIRREL:2	KIRREL	2275	2691	2585
hDel_6811:275	hDel_6811	3794	3556	4311
panTro6_CTRL2156	panTro6_CTRL	4209	3653	4484
hDel_1927:16	hDel_1927	2931	2847	2757
hDel_6274:111	hDel_6274	2369	2346	3092
hDel_5660:123	hDel_5660	3016	3322	3600
hDel_5623:24	hDel_5623	2460	3177	3397
hDel_1246:79	hDel_1246	3277	3355	3627
hDel_961:104	hDel_961	1137	1379	2418
hDel_50:41	hDel_50	2801	1923	3144
hDel_6663:115	hDel_6663	3275	2837	4362
hDel_4397:87	hDel_4397	4368	3662	3370
hDel_76:212	hDel_76	3131	2779	3011
hDel_3711:212	hDel_3711	3409	3599	4187
hDel_6130:26	hDel_6130	1653	1018	1800
hDel_1927:65	hDel_1927	3199	2568	2507
hDel_6447:78	hDel_6447	2327	2488	2402
hDel_4479:29	hDel_4479	2423	1972	2364
hDel_2657:53	hDel_2657	1309	1805	3147
hDel_4867:34	hDel_4867	4563	3222	3673
hDel_3326:203	hDel_3326	4587	4994	3825
hDel_5337:239	hDel_5337	3305	3832	4021
hDel_5810:16	hDel_5810	5051	5369	5215
hDel_4283:121	hDel_4283	2556	2373	2452
hDel_3430:41	hDel_3430	2507	1831	1801
hDel_1608:76	hDel_1608	5677	4845	5340
hDel_939:2	hDel_939	2488	2239	3357
hDel_6632:143	hDel_6632	2985	2504	2786
hDel_5883:93	hDel_5883	3780	2734	3388
hDel_1939:62	hDel_1939	2338	1968	2913
hDel_2879:130	hDel_2879	1895	2209	2240
hDel_5049:81	hDel_5049	2320	2014	2290
hDel_3567:36	hDel_3567	3746	5735	5064
hDel_2823:22	hDel_2823	2639	2487	2796
hDel_7061:44	hDel_7061	2358	2050	2633
hDel_5595:146	hDel_5595	1571	1847	1753
hDel_6520:80	hDel_6520	2899	2397	2558
panTro6_CTRL2779	panTro6_CTRL	3912	3673	4106
hDel_1958:17	hDel_1958	1506	1402	1994
hDel_6304:77	hDel_6304	5485	3434	4382
hDel_6125:145	hDel_6125	2085	2520	3049
hDel_5311:74	hDel_5311	3275	3218	3111
hDel_4624:178	hDel_4624	2190	2188	2185
hDel_1005:67	hDel_1005	2725	2726	3285
panTro6_CTRL1902	panTro6_CTRL	3238	3616	3777
hDel_5006:57	hDel_5006	2431	3254	2850
hDel_5962:133	hDel_5962	4197	4247	5091
hDel_5669:37	hDel_5669	2423	2278	2855
hDel_5135:88	hDel_5135	1628	1297	1792
hDel_4759:72	hDel_4759	2337	2059	2704
hDel_6234:191	hDel_6234	2705	2993	3445
hDel_4443:66	hDel_4443	1685	1537	1387
hDel_3181:163	hDel_3181	2629	2469	3739
hDel_5962:144	hDel_5962	4960	3583	4195
hDel_5519:135	hDel_5519	2735	3361	3592
panTro6_CTRL1820	panTro6_CTRL	3413	2059	3074
hDel_5156:38	hDel_5156	2282	3014	1985
hDel_7061:234	hDel_7061	4987	3810	4546
hDel_1740:88	hDel_1740	1371	1046	1373
hDel_3388:113	hDel_3388	2125	1848	3172
hDel_1003:188	hDel_1003	2410	2307	3189
hDel_3838:77	hDel_3838	2852	4032	4886
hDel_1003:185	hDel_1003	1188	1548	1487
hDel_6105:39	hDel_6105	5286	5144	5314
hDel_7235:173	hDel_7235	2728	2842	2997
hDel_7179:341	hDel_7179	2683	2852	2576
hDel_1455:149	hDel_1455	5323	5974	4860
hDel_1383:40	hDel_1383	2738	2850	3180
hDel_2879:123	hDel_2879	3480	3329	3875
hDel_3293:51	hDel_3293	835	736	616
hDel_6002:134	hDel_6002	1684	2283	2288
hDel_6763:171	hDel_6763	2853	3407	3041
hDel_4157:79	hDel_4157	4636	5000	5346
hDel_6811:10	hDel_6811	4188	3576	4104
hDel_2635:45	hDel_2635	3229	2811	4139
hDel_3909:9	hDel_3909	2192	2573	3128
hDel_172:90	hDel_172	2390	2161	2310
hDel_2823:400	hDel_2823	1973	1704	2314
hDel_6763:162	hDel_6763	3042	1887	2774
hDel_1198:5	hDel_1198	4542	4865	5375
hDel_3035:11	hDel_3035	2224	1852	2074
hDel_3426:180	hDel_3426	2404	2507	3197
hDel_1585:59	hDel_1585	2080	2030	1849
hDel_4358:25	hDel_4358	483	500	365
hDel_123:56	hDel_123	2557	1716	2302
hDel_6663:80	hDel_6663	4352	5359	5640
hDel_5957:48	hDel_5957	2082	2927	2106
hDel_6632:65	hDel_6632	4466	4256	4297
hDel_4901:59	hDel_4901	2038	951	1438
hDel_6849:36	hDel_6849	2745	3101	4650
hDel_7114:79	hDel_7114	1386	1663	1381
hDel_5392:30	hDel_5392	2464	2882	2943
hDel_772:32	hDel_772	1958	2870	3041
hDel_4191:73	hDel_4191	3764	2768	3320
hDel_3303:199	hDel_3303	3532	2669	2547
hDel_871:15	hDel_871	1863	991	2088
hDel_6763:172	hDel_6763	4125	3951	3425
hDel_6274:168	hDel_6274	2897	3317	2972
hDel_6651:150	hDel_6651	5142	4415	4836
hDel_4624:156	hDel_4624	2648	2941	3147
hDel_7235:231	hDel_7235	3041	2922	3465
hDel_4859:241	hDel_4859	1641	1389	1883
hDel_6418:148	hDel_6418	2947	3401	3835
hDel_6076:40	hDel_6076	4349	3870	4450
hDel_5883:101	hDel_5883	2601	3401	3622
hDel_2497:287	hDel_2497	3421	3353	3129
hDel_4623:200	hDel_4623	2724	2650	1906
hDel_6663:69	hDel_6663	6100	1552	1479
hDel_3711:54	hDel_3711	577	247	341
hDel_765:114	hDel_765	2994	2687	2607
hDel_396:62	hDel_396	3520	3105	3981
hDel_330:297	hDel_330	3015	3779	3276
hDel_4706:133	hDel_4706	2480	2125	2437
hDel_1168:93	hDel_1168	1431	1098	1262
hDel_448:12	hDel_448	3471	2447	3142
hDel_6765:17	hDel_6765	3406	3803	4133
panTro6_CTRL121	panTro6_CTRL	6678	6692	5532
hDel_3303:467	hDel_3303	3781	4021	5443
hDel_5736:11	hDel_5736	3266	142	104
hDel_3722:155	hDel_3722	2101	1624	1720
hDel_3711:10	hDel_3711	2500	2729	2712
panTro6_CTRL1762	panTro6_CTRL	3536	4235	4532
hDel_494:43	hDel_494	2384	2154	2999
hDel_5058:36	hDel_5058	1697	1451	1706
hDel_5476:73	hDel_5476	2669	2862	2110
hDel_4859:131	hDel_4859	2376	2156	2117
hDel_4601:41	hDel_4601	3663	3336	4456
hDel_1024:37	hDel_1024	2962	2954	2596
hDel_5994:15	hDel_5994	1526	1999	2754
hDel_4261:30	hDel_4261	632	506	743
hDel_169:25	hDel_169	5472	3584	5333
hDel_76:183	hDel_76	1688	1832	1774
hDel_3483:88	hDel_3483	2396	2498	2522
hDel_53:75	hDel_53	4775	3483	6282
hDel_76:104	hDel_76	2836	2615	2636
hDel_5962:12	hDel_5962	3523	3340	2643
hDel_928:54	hDel_928	1725	1425	1588
hDel_7002:49	hDel_7002	2484	1964	3006
hDel_6528:85	hDel_6528	2558	2822	2266
hDel_6899:85	hDel_6899	2646	2594	2219
hDel_681:15	hDel_681	2433	1997	2698
hDel_6528:168	hDel_6528	1631	1546	1210
hDel_6091:202	hDel_6091	5011	4818	4091
hDel_5337:301	hDel_5337	2401	1993	2875
hDel_1106:43	hDel_1106	3838	4416	5869
hDel_6234:317	hDel_6234	2407	2291	2540
hDel_3388:47	hDel_3388	1204	1269	1403
hDel_2610:159	hDel_2610	1529	1474	2379
hDel_5086:16	hDel_5086	3301	3414	3289
hDel_5440:29	hDel_5440	2186	1537	2814
hDel_5311:48	hDel_5311	3420	4030	3995
hDel_6318:2	hDel_6318	2783	2432	3310
hDel_1927:115	hDel_1927	2412	2742	4074
hDel_1608:316	hDel_1608	3409	2631	3047
hDel_4393:140	hDel_4393	5373	4173	5700
panTro6_CTRL2915	panTro6_CTRL	4139	3455	3591
hDel_1647:5	hDel_1647	2360	2635	2665
hDel_4027:35	hDel_4027	4126	4619	4958
hDel_6144:62	hDel_6144	5863	2646	2631
hDel_4191:138	hDel_4191	2869	1932	3224
hDel_1003:234	hDel_1003	2388	2409	2664
AUNIP:1	AUNIP	2780	634	476
hDel_1478:12	hDel_1478	4911	4692	4140
hDel_7156:69	hDel_7156	1644	1146	1655
hDel_4443:62	hDel_4443	1504	1957	2096
hDel_450:145	hDel_450	2232	2523	2052
hDel_636:52	hDel_636	1326	1110	1005
hDel_3388:121	hDel_3388	1987	1704	2449
hDel_6274:173	hDel_6274	3672	2678	2401
hDel_4061:53	hDel_4061	3081	3495	3488
hDel_6663:164	hDel_6663	5353	5052	5102
hDel_4261:42	hDel_4261	2904	2424	3591
hDel_7002:209	hDel_7002	2963	2015	2533
hDel_6931:56	hDel_6931	1075	1382	1294
hDel_1106:144	hDel_1106	2229	2474	2871
hDel_1958:10	hDel_1958	4437	3485	4578
hDel_1460:29	hDel_1460	3488	2437	2655
hDel_5962:38	hDel_5962	3743	3575	4351
hDel_2028:150	hDel_2028	3754	2541	3434
hDel_4578:81	hDel_4578	2351	2248	2405
hDel_6811:339	hDel_6811	2425	1760	1990
hDel_1740:29	hDel_1740	2339	1667	1628
hDel_935:96	hDel_935	4079	4214	3327
hDel_3869:59	hDel_3869	2526	2415	4271
hDel_5166:68	hDel_5166	2677	3096	3589
hDel_1306:158	hDel_1306	2073	2240	3368
hDel_6765:15	hDel_6765	4204	2446	3355
hDel_5595:141	hDel_5595	1712	1694	1267
hDel_7115:34	hDel_7115	2488	1710	2431
hDel_5648:226	hDel_5648	822	994	1140
hDel_923:344	hDel_923	1838	2426	2543
hDel_6656:76	hDel_6656	1847	985	1803
hDel_4605:31	hDel_4605	2206	1948	2700
hDel_4377:118	hDel_4377	2916	2335	2363
hDel_3567:47	hDel_3567	1475	1144	939
hDel_6563:11	hDel_6563	2332	2763	3022
hDel_5623:73	hDel_5623	2693	114	177
hDel_81:39	hDel_81	5161	5617	5962
hDel_6633:14	hDel_6633	3440	2995	3524
hDel_6760:115	hDel_6760	3988	3685	5543
hDel_6949:306	hDel_6949	2737	2492	3200
hDel_2623:114	hDel_2623	3926	4694	5405
hDel_7179:75	hDel_7179	1292	882	1313
hDel_2775:39	hDel_2775	1506	1657	1726
hDel_794:56	hDel_794	3585	2836	3063
hDel_1441:15	hDel_1441	3628	3617	4537
panTro6_CTRL1011	panTro6_CTRL	3947	5863	6127
hDel_5135:29	hDel_5135	2456	2967	2026
hDel_3933:141	hDel_3933	4650	2992	4067
hDel_6394:22	hDel_6394	1507	2288	2361
hDel_3037:34	hDel_3037	4276	4467	4607
hDel_5311:110	hDel_5311	5302	4543	5078
hDel_6009:24	hDel_6009	2712	3180	3216
hDel_4191:79	hDel_4191	2584	199	153
hDel_251:1	hDel_251	4253	4708	3741
hDel_6057:307	hDel_6057	3796	3809	4446
hDel_1863:167	hDel_1863	2492	2343	2129
hDel_5452:49	hDel_5452	2004	2404	2279
hDel_3711:337	hDel_3711	2864	3669	4686
hDel_53:86	hDel_53	3815	3953	4237
hDel_4409:153	hDel_4409	3676	4059	3772
hDel_1460:39	hDel_1460	803	788	453
hDel_6190:50	hDel_6190	2659	1900	1773
hDel_1106:185	hDel_1106	3730	3855	3166
hDel_2833:53	hDel_2833	3001	3930	3132
hDel_5957:104	hDel_5957	4177	3372	6037
hDel_3740:3	hDel_3740	1611	2031	1945
hDel_3239:8	hDel_3239	1773	1450	2565
hDel_5864:51	hDel_5864	4343	3973	4161
hDel_3585:34	hDel_3585	5222	5307	5729
hDel_5286:224	hDel_5286	2220	2596	1815
hDel_4405:116	hDel_4405	2975	3823	2499
hDel_5795:39	hDel_5795	1933	1792	2913
hDel_4377:115	hDel_4377	1131	1198	1170
hDel_1460:131	hDel_1460	2173	2377	2217
hDel_6048:133	hDel_6048	1456	2081	2046
hDel_5648:274	hDel_5648	3376	3237	3945
BCR:6	BCR	4163	4945	6581
hDel_4888:7	hDel_4888	3258	3783	3995
hDel_6949:286	hDel_6949	2076	2025	1640
hDel_3429:24	hDel_3429	4512	4132	5422
hDel_1665:77	hDel_1665	2147	2906	3463
hDel_5648:174	hDel_5648	2332	1800	1962
