sgRNA	Gene	t0_C3624K	rep1_C3624K	rep2_C3624K
hDel_94:487	hDel_94	3730	3921	3826
hDel_422:88	hDel_422	1809	1148	1499
hDel_6053:268	hDel_6053	2412	1601	1312
hDel_76:64	hDel_76	2170	1782	1952
hDel_6878:143	hDel_6878	3700	3204	5119
hDel_6631:239	hDel_6631	3877	4420	4895
hDel_2139:92	hDel_2139	4903	4472	4954
hDel_4555:119	hDel_4555	4125	5242	5904
hDel_4283:97	hDel_4283	2556	2532	2627
hDel_3303:119	hDel_3303	3332	2894	2789
hDel_76:125	hDel_76	3186	1867	2221
hDel_532:134	hDel_532	2902	2932	3825
hDel_6554:85	hDel_6554	3577	1127	1378
hDel_293:60	hDel_293	1488	1758	1990
hDel_6318:167	hDel_6318	3639	3969	3337
hDel_1460:1	hDel_1460	2229	2249	1337
hDel_2260:36	hDel_2260	3542	3093	3108
hDel_3303:223	hDel_3303	4584	3718	4253
hDel_6502:64	hDel_6502	4139	3457	4888
hDel_2333:32	hDel_2333	1247	770	1325
hDel_3722:93	hDel_3722	2751	3843	3722
hDel_4191:77	hDel_4191	3892	3995	4202
hDel_94:53	hDel_94	4233	2925	3797
hDel_3897:6	hDel_3897	2308	2524	2168
hDel_6776:27	hDel_6776	3069	2485	1726
hDel_3059:165	hDel_3059	2144	1131	1486
hDel_4061:71	hDel_4061	3140	4687	3614
hDel_5292:80	hDel_5292	3429	3425	3563
hDel_6002:305	hDel_6002	2100	2118	2632
hDel_6502:106	hDel_6502	3099	3142	4799
hDel_514:71	hDel_514	3751	4314	5049
panTro6_CTRL2400	panTro6_CTRL	4529	3228	3820
hDel_1441:198	hDel_1441	3479	3659	3183
hDel_2657:85	hDel_2657	1728	1220	2645
hDel_1431:78	hDel_1431	1657	884	1874
hDel_5883:122	hDel_5883	2264	3313	3147
hDel_6949:137	hDel_6949	2529	1791	1834
hDel_4605:26	hDel_4605	2203	2000	3371
hDel_2284:49	hDel_2284	1864	1441	1791
hDel_4839:96	hDel_4839	7413	7325	8576
hDel_6138:20	hDel_6138	2169	1566	1807
hDel_2234:13	hDel_2234	3977	3301	4935
hDel_2369:129	hDel_2369	4957	5086	5402
hDel_1635:30	hDel_1635	3521	3349	3895
hDel_6833:80	hDel_6833	3380	4768	4270
hDel_4563:29	hDel_4563	2226	2148	2686
hDel_6410:114	hDel_6410	2895	3504	3404
hDel_774:95	hDel_774	1435	1321	1227
hDel_6973:35	hDel_6973	2244	2653	2949
hDel_6119:5	hDel_6119	4436	3509	3563
hDel_845:49	hDel_845	258	208	272
hDel_6206:166	hDel_6206	2699	3262	3020
MINOS1-NBL1:8	MINOS1-NBL1	2458	1491	1848
hDel_6190:80	hDel_6190	3863	131	298
hDel_4210:75	hDel_4210	1012	801	806
hDel_5166:66	hDel_5166	2199	1354	2064
hDel_6447:59	hDel_6447	3377	3133	2927
hDel_6190:65	hDel_6190	2798	2506	2138
hDel_50:21	hDel_50	2307	2498	2407
hDel_2613:82	hDel_2613	1210	1607	1623
hDel_6469:96	hDel_6469	2274	2000	3297
hDel_2823:191	hDel_2823	1342	1386	1121
hDel_296:96	hDel_296	4452	5468	4606
hDel_1611:56	hDel_1611	1226	2051	1731
hDel_4082:52	hDel_4082	2931	1810	2055
hDel_2143:46	hDel_2143	3937	3742	4861
hDel_6878:187	hDel_6878	4144	5314	5556
hDel_4409:196	hDel_4409	3515	3307	2581
hDel_5508:37	hDel_5508	3544	3833	4523
hDel_81:70	hDel_81	4523	3368	4600
hDel_6631:52	hDel_6631	2704	1681	1867
hDel_6468:65	hDel_6468	3875	2791	4088
hDel_1168:44	hDel_1168	1044	810	740
hDel_3711:112	hDel_3711	975	1525	1005
hDel_4061:124	hDel_4061	2528	2596	2298
hDel_4578:31	hDel_4578	2530	2029	3061
hDel_6949:215	hDel_6949	1912	2470	2381
hDel_1610:23	hDel_1610	1275	1099	1094
hDel_2024:159	hDel_2024	2430	2211	1930
hDel_5942:34	hDel_5942	4214	2644	3291
hDel_5940:7	hDel_5940	3282	2784	2875
hDel_6574:237	hDel_6574	3812	4102	4289
hDel_6949:2	hDel_6949	5435	4889	6341
hDel_2139:66	hDel_2139	2212	1552	2589
panTro6_CTRL2254	panTro6_CTRL	3349	3452	4302
hDel_2136:48	hDel_2136	3083	2633	2536
hDel_4166:3	hDel_4166	2527	1764	2335
RBM15:4	RBM15	3685	2699	2720
IPO7:1	IPO7	2211	155	78
hDel_6563:52	hDel_6563	2225	1901	2665
hDel_5487:56	hDel_5487	1900	2217	1784
hDel_6206:154	hDel_6206	4463	3935	3987
hDel_238:46	hDel_238	2316	1598	2870
hDel_2044:192	hDel_2044	3270	3520	3885
hDel_1078:202	hDel_1078	2457	3096	3089
hDel_2833:37	hDel_2833	1945	2338	2220
hDel_4166:44	hDel_4166	3864	3991	3383
hDel_296:92	hDel_296	2964	2572	2004
hDel_7030:164	hDel_7030	1586	2213	2444
hDel_6269:4	hDel_6269	3814	3954	4333
hDel_6076:12	hDel_6076	1614	957	1776
hDel_3688:38	hDel_3688	2384	1917	2067
hDel_6098:65	hDel_6098	2250	3037	2982
hDel_3303:247	hDel_3303	2492	2806	2947
hDel_5340:49	hDel_5340	2084	2029	1545
MAD2L1BP:1	MAD2L1BP	3293	44	80
hDel_251:117	hDel_251	3902	3896	4568
hDel_1106:96	hDel_1106	3500	4052	3838
hDel_1094:167	hDel_1094	1020	1564	1281
hDel_6137:69	hDel_6137	1550	2482	2303
hDel_6904:44	hDel_6904	4807	4913	5447
hDel_6113:50	hDel_6113	5211	4250	4906
hDel_4149:123	hDel_4149	1972	1341	2372
hDel_1441:91	hDel_1441	1598	2182	2308
hDel_6849:97	hDel_6849	1307	880	1337
hDel_1740:49	hDel_1740	4769	5319	6551
hDel_1997:105	hDel_1997	2800	2234	3165
hDel_3545:57	hDel_3545	3983	3875	4930
hDel_2707:5	hDel_2707	759	616	510
hDel_7196:27	hDel_7196	4139	3622	3478
hDel_5058:11	hDel_5058	3525	3396	4787
hDel_6899:302	hDel_6899	3428	2507	3795
hDel_7235:98	hDel_7235	3848	3853	3211
hDel_6624:152	hDel_6624	3258	3080	3324
hDel_3388:101	hDel_3388	4872	4150	4794
hDel_6234:426	hDel_6234	4636	5396	4444
hDel_6048:228	hDel_6048	5882	5209	6417
hDel_3194:39	hDel_3194	2885	2709	2543
hDel_4720:175	hDel_4720	2236	2001	3339
hDel_4859:240	hDel_4859	1221	1883	2030
hDel_4479:26	hDel_4479	813	665	794
hDel_450:78	hDel_450	1926	1505	3111
hDel_6854:216	hDel_6854	3619	3338	4208
ZNF608:5	ZNF608	1504	1780	2167
hDel_4720:130	hDel_4720	3576	3182	2999
hDel_2186:9	hDel_2186	1999	1651	2595
hDel_6635:39	hDel_6635	2095	1922	2117
hDel_94:394	hDel_94	3514	4197	4769
hDel_500:176	hDel_500	4826	3811	4525
hDel_4944:67	hDel_4944	1631	1450	1702
hDel_1497:73	hDel_1497	5359	5180	5535
hDel_6269:90	hDel_6269	2392	2331	3406
hDel_4166:241	hDel_4166	1485	2094	1683
hDel_3711:267	hDel_3711	522	168	520
hDel_6008:107	hDel_6008	2148	1675	1962
hDel_7004:25	hDel_7004	4008	3247	3965
hDel_2635:16	hDel_2635	4204	5424	4200
hDel_6098:119	hDel_6098	1678	1443	1787
hDel_4564:100	hDel_4564	4754	4247	6769
hDel_2823:162	hDel_2823	1201	556	943
hDel_1024:59	hDel_1024	2186	2893	3051
hDel_5958:3	hDel_5958	1866	1812	3410
hDel_855:71	hDel_855	2450	2210	2792
hDel_3900:106	hDel_3900	897	976	1445
hDel_6663:130	hDel_6663	3440	3619	3671
hDel_2833:23	hDel_2833	1372	1061	1396
hDel_50:275	hDel_50	3533	2987	3642
hDel_3722:105	hDel_3722	1938	1875	1927
hDel_6190:173	hDel_6190	3752	2759	3300
hDel_5476:94	hDel_5476	3451	2426	3628
hDel_3722:2	hDel_3722	3687	3284	4315
hDel_6633:269	hDel_6633	2617	2387	2787
hDel_5883:172	hDel_5883	4026	3910	4421
hDel_6574:226	hDel_6574	4086	3605	3506
hDel_6091:194	hDel_6091	3837	4024	3586
hDel_4277:194	hDel_4277	1374	2482	1727
hDel_4154:244	hDel_4154	1475	1923	2373
hDel_312:76	hDel_312	494	372	856
hDel_2185:89	hDel_2185	3727	2588	3591
hDel_2333:73	hDel_2333	2677	2433	2988
hDel_2020:382	hDel_2020	1108	796	1044
hDel_4625:193	hDel_4625	3467	4343	5488
hDel_2354:22	hDel_2354	1822	1189	1790
hDel_5086:11	hDel_5086	2470	2923	2978
hDel_6332:18	hDel_6332	3701	3890	2734
hDel_1776:1	hDel_1776	3017	2446	3577
hDel_5508:29	hDel_5508	2765	4150	2930
hDel_76:250	hDel_76	1933	1661	3918
hDel_6137:61	hDel_6137	736	1232	1243
hDel_6633:144	hDel_6633	3640	3282	3846
hDel_3181:252	hDel_3181	3781	3862	4861
hDel_4410:51	hDel_4410	2209	2755	2897
hDel_1110:57	hDel_1110	2411	3572	2591
hDel_6811:145	hDel_6811	4520	4744	4886
hDel_923:63	hDel_923	2267	1828	2620
panTro6_CTRL1279	panTro6_CTRL	1775	1388	1448
hDel_600:34	hDel_600	3331	2652	3740
hDel_3722:8	hDel_3722	3516	3408	4046
hDel_5337:152	hDel_5337	1309	1553	1962
hDel_6563:57	hDel_6563	1931	2061	2330
hDel_1198:30	hDel_1198	2895	1786	1868
hDel_4154:252	hDel_4154	1856	2247	1472
hDel_1062:215	hDel_1062	1914	2084	3101
hDel_1383:60	hDel_1383	3483	4803	5006
hDel_2238:16	hDel_2238	1973	2087	2624
hDel_6811:209	hDel_6811	1820	1531	1868
hDel_4555:201	hDel_4555	2710	2684	2298
hDel_5940:32	hDel_5940	4195	4188	4176
hDel_1232:49	hDel_1232	2808	2342	3516
hDel_1608:217	hDel_1608	2463	2139	3114
hDel_5337:82	hDel_5337	2766	1449	1517
hDel_4157:4	hDel_4157	3450	3168	3115
hDel_1111:99	hDel_1111	2458	1954	2211
hDel_5286:33	hDel_5286	3177	2737	2769
hDel_4157:46	hDel_4157	3416	2921	3658
hDel_6015:68	hDel_6015	2064	2005	2247
hDel_3060:97	hDel_3060	4071	5633	5577
hDel_2093:33	hDel_2093	2753	2800	2647
hDel_2333:25	hDel_2333	2428	1758	2228
panTro6_CTRL1723	panTro6_CTRL	3087	4064	3564
hDel_6468:3	hDel_6468	3072	3434	3542
hDel_1110:53	hDel_1110	1173	1460	1426
hDel_50:88	hDel_50	4099	3439	3776
hDel_4564:74	hDel_4564	4748	4256	3625
hDel_3530:150	hDel_3530	2241	2383	3439
hDel_3059:59	hDel_3059	2049	1868	2159
hDel_2333:90	hDel_2333	2883	2773	3479
hDel_923:280	hDel_923	2015	1790	2069
hDel_5839:10	hDel_5839	2965	3259	3296
hDel_251:270	hDel_251	918	720	1361
hDel_1284:32	hDel_1284	1490	1163	1154
hDel_7114:53	hDel_7114	3315	2013	3245
hDel_3194:48	hDel_3194	2777	2970	2232
hDel_4724:37	hDel_4724	2022	2077	3107
panTro6_CTRL2566	panTro6_CTRL	1965	2139	1805
hDel_2055:112	hDel_2055	2271	2187	3037
hDel_76:89	hDel_76	2707	2390	2391
hDel_1608:120	hDel_1608	3853	3474	4778
hDel_3897:23	hDel_3897	2113	1867	2321
hDel_4859:233	hDel_4859	2260	3376	3375
hDel_5337:268	hDel_5337	4307	4303	3986
hDel_5804:56	hDel_5804	1528	1728	2293
hDel_6076:39	hDel_6076	4550	5921	5384
hDel_3303:54	hDel_3303	3990	2156	2914
panTro6_CTRL2389	panTro6_CTRL	2605	2012	1547
hDel_3090:146	hDel_3090	2268	1130	1219
hDel_6468:125	hDel_6468	1561	353	152
hDel_2347:85	hDel_2347	1366	1601	1802
hDel_343:17	hDel_343	1097	950	742
hDel_5864:145	hDel_5864	2829	1922	2367
hDel_5623:134	hDel_5623	3785	2982	3532
hDel_3090:74	hDel_3090	2968	3347	3294
hDel_5825:46	hDel_5825	2115	1976	3155
hDel_845:413	hDel_845	2261	2651	3118
hDel_4027:136	hDel_4027	2167	2411	2645
hDel_6143:9	hDel_6143	2952	3158	2856
hDel_6418:284	hDel_6418	3542	3573	3746
hDel_6944:28	hDel_6944	3837	2751	3472
hDel_6663:98	hDel_6663	2653	2162	3298
hDel_6811:272	hDel_6811	4310	3604	3288
hDel_494:123	hDel_494	2496	2705	2951
hDel_81:69	hDel_81	3729	4228	4619
hDel_494:227	hDel_494	4730	5217	4636
hDel_3596:100	hDel_3596	2626	2584	2767
hDel_1003:233	hDel_1003	2001	1896	3249
hDel_6633:326	hDel_6633	1189	1240	955
hDel_251:100	hDel_251	1855	1233	1651
hDel_1025:29	hDel_1025	3087	2700	2694
hDel_4405:68	hDel_4405	4025	3858	5225
hDel_1066:96	hDel_1066	2560	3673	3061
hDel_1078:40	hDel_1078	1317	1326	1766
hDel_1958:140	hDel_1958	2419	2872	2400
hDel_3059:219	hDel_3059	2458	1690	2322
hDel_2610:126	hDel_2610	2034	1972	1897
hDel_4529:69	hDel_4529	1862	1234	2261
hDel_4166:21	hDel_4166	2662	2674	4026
hDel_6503:79	hDel_6503	4385	3864	3852
hDel_3897:16	hDel_3897	1465	1118	2081
hDel_6813:162	hDel_6813	4423	3734	4792
hDel_3567:50	hDel_3567	3376	3330	3413
hDel_6234:188	hDel_6234	2728	1759	2101
hDel_4720:171	hDel_4720	2468	1940	2751
hDel_6234:83	hDel_6234	1626	1674	1878
hDel_4859:234	hDel_4859	805	701	1322
hDel_766:39	hDel_766	1507	1078	864
hDel_4172:8	hDel_4172	2629	2586	3153
hDel_6733:89	hDel_6733	3457	3076	3907
hDel_6867:1	hDel_6867	656	1388	1025
hDel_5669:50	hDel_5669	3995	3914	3364
hDel_845:281	hDel_845	2029	2109	2759
hDel_6138:37	hDel_6138	3338	3926	4744
hDel_3181:265	hDel_3181	2955	2986	3408
hDel_6048:90	hDel_6048	2299	2436	2822
hDel_6057:271	hDel_6057	5106	5782	4867
panTro6_CTRL2122	panTro6_CTRL	2589	2186	2634
hDel_6763:173	hDel_6763	4471	4144	5429
hDel_238:76	hDel_238	2812	2389	3488
hDel_6631:45	hDel_6631	6836	4929	6691
hDel_1025:2	hDel_1025	2024	2138	1986
hDel_6632:170	hDel_6632	3222	3153	3598
hDel_6060:52	hDel_6060	2895	3180	2894
hDel_76:40	hDel_76	1652	1100	1487
hDel_6878:213	hDel_6878	4586	4484	5362
hDel_5660:20	hDel_5660	3716	3553	4316
hDel_3869:17	hDel_3869	1507	1150	1519
hDel_5669:70	hDel_5669	2902	2338	2892
hDel_5994:77	hDel_5994	1169	1023	1493
hDel_2833:89	hDel_2833	3808	3931	4225
hDel_1608:10	hDel_1608	6572	6283	6988
hDel_3909:21	hDel_3909	4015	3657	4135
hDel_494:45	hDel_494	2115	1678	2261
hDel_2497:116	hDel_2497	2229	1720	2110
hDel_4405:83	hDel_4405	4102	4691	4218
hDel_3060:138	hDel_3060	2162	1566	1382
hDel_251:191	hDel_251	3387	4054	4313
hDel_50:208	hDel_50	3258	2974	4244
hDel_6185:67	hDel_6185	2302	1936	3213
hDel_251:184	hDel_251	1952	1244	2446
hDel_2997:85	hDel_2997	2645	3004	3308
hDel_2613:183	hDel_2613	3454	2682	3815
hDel_5245:68	hDel_5245	4027	4798	4997
hDel_7179:100	hDel_7179	4666	5088	5831
hDel_6438:14	hDel_6438	3512	3465	4422
hDel_2248:28	hDel_2248	2449	2393	2361
hDel_1927:22	hDel_1927	3420	3167	3618
hDel_94:434	hDel_94	2670	2542	2536
hDel_3596:175	hDel_3596	3369	4191	3781
panTro6_CTRL715	panTro6_CTRL	3668	3532	4105
panTro6_CTRL945	panTro6_CTRL	4724	6342	5639
hDel_3037:72	hDel_3037	4205	3845	5080
hDel_6899:195	hDel_6899	1893	1661	2437
hDel_6574:84	hDel_6574	2357	3018	2749
hDel_94:399	hDel_94	2683	3199	3979
hDel_3429:14	hDel_3429	5130	484	524
hDel_3021:59	hDel_3021	3458	3998	3664
hDel_6441:73	hDel_6441	2375	2372	2743
hDel_726:79	hDel_726	3692	2491	2272
hDel_3059:381	hDel_3059	4288	3196	3379
hDel_6190:57	hDel_6190	2282	3656	3448
hDel_94:169	hDel_94	3353	1986	2696
hDel_4191:84	hDel_4191	2883	2481	3496
hDel_4166:25	hDel_4166	3696	3079	4976
hDel_6518:71	hDel_6518	4301	855	1041
hDel_6062:4	hDel_6062	3537	583	321
hDel_6502:3	hDel_6502	4692	4118	5394
hDel_3181:260	hDel_3181	4025	3811	3540
hDel_774:21	hDel_774	4302	3202	4301
panTro6_CTRL831	panTro6_CTRL	2625	2372	2777
hDel_2143:109	hDel_2143	1635	2306	2174
panTro6_CTRL1944	panTro6_CTRL	3719	2234	3320
hDel_5962:331	hDel_5962	2178	1598	2744
hDel_4479:42	hDel_4479	1758	2158	2423
hDel_5412:44	hDel_5412	3709	4098	4250
hDel_6222:50	hDel_6222	1256	1138	1528
hDel_5488:20	hDel_5488	3818	4182	4685
hDel_961:26	hDel_961	1273	878	1421
hDel_4590:167	hDel_4590	1534	1477	1192
hDel_6467:117	hDel_6467	2762	2317	2356
hDel_3147:72	hDel_3147	3085	3598	2518
hDel_1441:117	hDel_1441	3147	3319	3553
hDel_3426:23	hDel_3426	4155	3207	5212
hDel_1441:186	hDel_1441	1901	1781	1844
hDel_2474:42	hDel_2474	2797	2505	2970
hDel_5942:35	hDel_5942	3048	2461	2778
hDel_349:61	hDel_349	3091	919	920
hDel_4529:65	hDel_4529	2873	2620	2630
hDel_4543:50	hDel_4543	2253	2150	2896
hDel_3090:92	hDel_3090	2002	1491	2111
hDel_5804:50	hDel_5804	1482	1633	1366
hDel_4154:192	hDel_4154	1856	1787	2499
hDel_2959:7	hDel_2959	2663	2157	1856
panTro6_CTRL2813	panTro6_CTRL	4221	3625	3776
hDel_94:296	hDel_94	2074	2524	2396
hDel_6833:17	hDel_6833	1986	2951	3927
hDel_6391:104	hDel_6391	3681	3272	3890
hDel_6185:145	hDel_6185	2383	3320	3197
hDel_3426:214	hDel_3426	680	579	568
panTro6_CTRL2725	panTro6_CTRL	3417	4012	3959
hDel_2865:53	hDel_2865	2365	2302	3025
hDel_1005:55	hDel_1005	3586	2575	3360
hDel_923:208	hDel_923	2625	2783	3105
hDel_4781:70	hDel_4781	3749	4349	4821
hDel_4548:88	hDel_4548	3710	2950	2946
hDel_2369:1	hDel_2369	2355	2110	3625
hDel_50:221	hDel_50	1976	2079	1894
hDel_1455:71	hDel_1455	4329	3208	3322
hDel_2028:199	hDel_2028	3801	1968	3713
hDel_5648:351	hDel_5648	1589	1834	3180
hDel_5006:4	hDel_5006	2291	2342	3391
hDel_1930:24	hDel_1930	1832	1718	1875
hDel_7179:71	hDel_7179	2760	2489	2492
hDel_118:22	hDel_118	4653	4680	5985
hDel_5135:16	hDel_5135	1331	1543	1906
hDel_2988:64	hDel_2988	4243	4725	5633
hDel_5286:120	hDel_5286	3511	3309	2397
hDel_3303:67	hDel_3303	2556	1836	2006
hDel_4724:69	hDel_4724	3088	2656	3277
hDel_7002:24	hDel_7002	2609	2710	2198
hDel_5962:186	hDel_5962	4022	3171	3536
hDel_5660:120	hDel_5660	481	732	1234
hDel_5994:21	hDel_5994	3100	2603	2852
hDel_6878:182	hDel_6878	3109	2824	2266
hDel_2590:89	hDel_2590	3370	5642	4468
hDel_7061:303	hDel_7061	3713	3824	3539
hDel_6811:226	hDel_6811	2090	2689	1770
panTro6_CTRL395	panTro6_CTRL	3513	2071	2194
hDel_50:151	hDel_50	3919	3663	4798
hDel_532:105	hDel_532	2251	2440	2464
hDel_3303:435	hDel_3303	3933	2570	2715
hDel_6185:251	hDel_6185	1321	1220	2435
hDel_4172:110	hDel_4172	2903	2601	2881
hDel_2590:76	hDel_2590	1056	1482	1318
hDel_6520:50	hDel_6520	1123	1431	1698
hDel_5292:69	hDel_5292	3767	3409	4037
hDel_3303:68	hDel_3303	1510	1324	1899
hDel_2781:214	hDel_2781	2123	3010	2849
hDel_1385:142	hDel_1385	2042	1956	2020
hDel_4555:162	hDel_4555	4817	4902	4635
hDel_6410:71	hDel_6410	3426	2624	3322
hDel_7056:135	hDel_7056	4287	3099	4709
hDel_6632:55	hDel_6632	4876	4757	5744
hDel_978:20	hDel_978	3586	4485	4832
hDel_6057:65	hDel_6057	3175	4132	1914
SGK223:3	SGK223	5366	15405	17417
hDel_4191:51	hDel_4191	3041	2639	3810
hDel_6503:7	hDel_6503	2279	2273	2751
hDel_4686:3	hDel_4686	2673	3230	3306
hDel_5994:48	hDel_5994	1477	1442	1977
hDel_5957:29	hDel_5957	4824	3989	6242
hDel_1117:10	hDel_1117	2223	1627	2108
DCP2:3	DCP2	4816	266	608
hDel_312:95	hDel_312	3573	2605	3022
panTro6_CTRL1319	panTro6_CTRL	3557	2111	3010
hDel_94:383	hDel_94	2418	2692	3061
hDel_5637:35	hDel_5637	2587	1714	2904
hDel_3711:111	hDel_3711	2474	2435	2265
hDel_2311:17	hDel_2311	1794	1080	1838
hDel_3091:111	hDel_3091	2682	2608	3235
hDel_4210:45	hDel_4210	2046	2261	1819
hDel_6570:39	hDel_6570	2828	2463	2718
hDel_6993:6	hDel_6993	2309	2178	2790
hDel_5595:303	hDel_5595	3608	5130	5717
hDel_2354:103	hDel_2354	4325	3038	4170
hDel_14:30	hDel_14	3264	3733	2915
hDel_4859:354	hDel_4859	5422	4334	4836
hDel_4859:11	hDel_4859	3035	3799	4246
hDel_3601:72	hDel_3601	2317	2715	2633
hDel_4529:195	hDel_4529	1847	2230	1710
hDel_1385:44	hDel_1385	1643	1487	1796
hDel_2781:154	hDel_2781	2934	3542	3821
hDel_6631:53	hDel_6631	2410	1781	1271
hDel_4397:173	hDel_4397	3608	3546	4152
panTro6_CTRL675	panTro6_CTRL	3676	3739	3819
hDel_1025:48	hDel_1025	1913	2370	2869
hDel_4061:13	hDel_4061	1509	1457	1762
hDel_4736:11	hDel_4736	856	569	994
hDel_6053:133	hDel_6053	3676	4035	3706
hDel_1385:133	hDel_1385	2808	2312	2789
hDel_5689:340	hDel_5689	2582	1697	1625
panTro6_CTRL2511	panTro6_CTRL	2525	2979	3139
hDel_5075:116	hDel_5075	4343	4196	4203
hDel_1003:73	hDel_1003	1845	2014	2026
hDel_251:90	hDel_251	2318	1988	2862
hDel_3711:50	hDel_3711	2294	2297	3143
hDel_293:181	hDel_293	2440	2404	2894
hDel_774:35	hDel_774	4371	1581	945
hDel_7044:75	hDel_7044	1708	2251	2536
hDel_4720:113	hDel_4720	2628	2709	3299
hDel_349:183	hDel_349	2220	1836	3274
hDel_553:81	hDel_553	4235	4681	3815
BRAP:2	BRAP	3659	767	671
hDel_2833:27	hDel_2833	1699	1651	2175
hDel_6188:29	hDel_6188	1508	1884	2366
hDel_4410:20	hDel_4410	4806	4526	4781
hDel_7021:61	hDel_7021	4866	5224	4882
hDel_3013:17	hDel_3013	4114	4451	4471
hDel_636:110	hDel_636	1618	1523	1642
hDel_1595:56	hDel_1595	3669	4032	3156
hDel_7061:46	hDel_7061	1353	1368	1920
hDel_3103:163	hDel_3103	3079	3051	3608
hDel_636:180	hDel_636	3208	4756	3066
hDel_1441:110	hDel_1441	3614	3155	2932
hDel_5994:24	hDel_5994	2070	2255	2430
hDel_5957:1	hDel_5957	1934	2126	2702
hDel_5959:98	hDel_5959	2982	2393	2450
hDel_647:27	hDel_647	1016	841	1453
hDel_2620:42	hDel_2620	6674	4282	3694
hDel_6410:5	hDel_6410	1918	2777	3397
hDel_5669:43	hDel_5669	2872	123	90
hDel_5650:27	hDel_5650	1171	1533	1945
hDel_4285:24	hDel_4285	2669	1405	1941
hDel_3516:48	hDel_3516	1961	1997	2019
hDel_6036:22	hDel_6036	3045	2399	3772
hDel_5452:54	hDel_5452	1839	1597	2773
hDel_4624:11	hDel_4624	3122	3224	3324
hDel_1111:44	hDel_1111	2969	2603	3081
hDel_1003:159	hDel_1003	1981	1848	1847
hDel_500:147	hDel_500	3213	3060	3570
hDel_6185:3	hDel_6185	2128	2882	2481
hDel_6057:12	hDel_6057	6041	5635	7708
hDel_5146:18	hDel_5146	5643	5666	5365
hDel_2610:72	hDel_2610	3162	2058	3589
hDel_5883:136	hDel_5883	3541	2930	3491
panTro6_CTRL2724	panTro6_CTRL	2099	965	2199
TP53:1	TP53	3486	7660	11045
hDel_5689:176	hDel_5689	1338	1413	1545
hDel_5595:71	hDel_5595	4729	3701	5335
hDel_6469:15	hDel_6469	3355	3242	4670
hDel_4277:172	hDel_4277	1332	747	1030
hDel_6053:136	hDel_6053	2099	1774	1210
hDel_6057:339	hDel_6057	2793	2469	2924
hDel_636:47	hDel_636	719	682	860
hDel_6878:100	hDel_6878	3373	3048	3697
hDel_7235:244	hDel_7235	2840	2611	3817
hDel_1904:60	hDel_1904	4065	3491	4832
hDel_399:48	hDel_399	2859	2309	2865
hDel_5864:42	hDel_5864	1894	2261	1971
hDel_6467:89	hDel_6467	2183	2238	1977
hDel_3194:38	hDel_3194	2514	2006	2020
hDel_6146:80	hDel_6146	2046	2135	2458
hDel_6570:95	hDel_6570	1428	1278	1724
hDel_4405:104	hDel_4405	3751	3367	5290
hDel_5648:201	hDel_5648	849	1148	1097
hDel_1629:63	hDel_1629	2673	2396	3248
hDel_6632:8	hDel_6632	4747	5333	5390
hDel_4207:142	hDel_4207	1268	1542	1554
hDel_6185:149	hDel_6185	1161	1243	1443
hDel_845:390	hDel_845	1302	1169	1343
hDel_5962:282	hDel_5962	3065	3091	3585
hDel_4867:29	hDel_4867	678	692	1082
MBIP:4	MBIP	2722	825	499
hDel_4601:35	hDel_4601	1631	1358	1917
hDel_3407:126	hDel_3407	3435	4475	4293
BRAP:5	BRAP	5261	2474	2203
hDel_765:55	hDel_765	1849	1565	2315
hDel_4154:162	hDel_4154	2181	1926	2263
hDel_7115:142	hDel_7115	2438	3380	3742
hDel_6091:144	hDel_6091	2010	1967	2783
hDel_3388:134	hDel_3388	1168	1605	1392
BRAP:1	BRAP	2982	486	535
hDel_2623:150	hDel_2623	2193	2483	2155
hDel_2248:49	hDel_2248	2065	2621	2640
hDel_4859:31	hDel_4859	3665	3238	4011
panTro6_CTRL1532	panTro6_CTRL	2833	2352	2726
hDel_6633:338	hDel_6633	2546	3091	2893
hDel_5084:100	hDel_5084	2278	1857	2191
hDel_3373:25	hDel_3373	1863	2103	2168
hDel_4166:225	hDel_4166	2167	2090	2312
hDel_1958:35	hDel_1958	1973	1978	2679
hDel_4890:19	hDel_4890	4055	4328	4697
hDel_4578:168	hDel_4578	2747	3433	3362
hDel_1168:20	hDel_1168	1817	1821	2499
hDel_3567:59	hDel_3567	1652	1300	2248
hDel_4191:96	hDel_4191	4302	3162	3918
hDel_5595:104	hDel_5595	1688	2437	3648
hDel_6993:32	hDel_6993	3689	4548	3801
hDel_6185:387	hDel_6185	3549	3486	4411
hDel_3516:7	hDel_3516	3667	3125	2359
hDel_4397:167	hDel_4397	4833	3567	4101
hDel_399:119	hDel_399	3288	163	284
hDel_5337:312	hDel_5337	1855	1869	1962
hDel_5736:123	hDel_5736	4258	3424	3373
hDel_532:121	hDel_532	4907	4836	5317
hDel_50:85	hDel_50	3476	3907	3626
hDel_5311:47	hDel_5311	3065	1260	1007
hDel_1635:180	hDel_1635	3227	3022	2875
hDel_2093:27	hDel_2093	1658	1889	2643
hDel_6574:134	hDel_6574	3419	4088	4595
hDel_1198:66	hDel_1198	3181	979	1309
hDel_4625:28	hDel_4625	2749	3233	2443
hDel_6651:36	hDel_6651	1601	1518	1893
KATNA1:1	KATNA1	2949	3528	3724
hDel_7115:12	hDel_7115	2672	3292	3360
hDel_1939:176	hDel_1939	3020	3470	5722
hDel_330:60	hDel_330	3380	4304	3927
